text,degree_of_polarity
"@bankneocommerce Ada 16 Outlet, Ichiban Sushi, Dapur Solo, Street Boba, Bobo Box, Orient Martabak, Ayam Gedebuk, Yuba Tea, Vilo, Gildak, Kopi Kenangan, Traffic Bun, Kopi Lain Hati, Fore, Tawan, Waroeng Pak Muh, Chicha San chen 

yuk ikutan @kyneng99 @mariaryaaa @milakamila96",0
"@bankneocommerce Ada 16 Outlet dong Neomin, Kopi Kenangan, Traffic Bun, Fore, Tawan, Waroeng Pak Muh, Chicha San chen, Ichiban Sushi, Dapur Solo, Street Boba, Bobo Box, Orient Martabak, Ayam Gedebuk, Yuba Tea, Vilo, Gildak, Kopi Lain Hati

yukk ikutan @biezyzy @lovejp888 @eylysyaa",1
"@bankneocommerce 16 Outlet
1.Ichiban Sushi
2.Dapur Solo
3.Street Boba
4.Bobo Box
5.Orient Martabak
6.Ayam Gedebuk
7.Yuba Tea
8.Vilo
9.Gildak
10.Kopi Kenangan
11.Traffic Bun
12.Fore 
13.Tawan
14.Waroeng Pak Muh
15. Chicha San chen
16. Kopi lain hati 
yuk ikutan
@ittaqillah_ 
@vnyfe 
@JuztArdvanz",0
Kopi kenangan enak sih..,0
"Kopi malam mu kali ini gimana, hangat pelukan atau pahit kenangan 😅",0
"@bankneocommerce @shiba_rangers @Clement71046274 @akashkannanravi 1.Fore Coffee
2.Chicha San Chen
3.Kopi Kenangan
4.Waroeng Pak Muh
5.Kopi Lain Hati
6.Gildak
7.Yubatea
8.Street Boba
9.Dapur Solo
10.Ichiban Sushi
11.Orient Martabak
12.Vilo Gelato
13.Ta Wan
14.Bobobox
15.Traffic Bun",1
@bankneocommerce Digambar terlihat ada 16 merchant yang menggunakan promo QRIS Bank Neo : 1. Chicha San Chen 2. Traffic Bun 3. Gildak 4. Waroeng Pak Muh 5. Kopi Lain Hati 6. Bobobox 7. Kopi Kenangan 8. Martabak Orient 9. Ayam Gedebuk 10. Vilo Gelato 11. Yubatea 12. Fore Coffee 13. Ichiban Sushi++,0
@zenrs Kopi Kenangan Pom Bensin,0
@KomediRetjeh Kopi Kenangan Pom Bensin,0
ternyata cookiesnya kopi kenangan enak juga,0
Nyoba red velvet cake nya kopi kenangan di cp dan ternyata b aja,0
Sedap juga iced latte kopi kenangan. Rasa smooth. Gula dia mcm gula melaka,0
Oh anjir di lembang teh aya kopi kenangan,1
Kopi kenangan kenapa enak bgt yaAllah,0
"Jadi pengen kopi kenangan, ada yg mau nemenin ga?",0
"@s_4dji Komposisi kopi itu
1 persen rasa pahit
99 persen kenangan pahit",0
Kopi kenangan beli sekarang atau besok aja ya di gofood? /tanya https://t.co/IHk1zIxFfP,1
"@convomfs suka mesen kopi susu, latte atau americano dari kopi kenangan, konnichiwa, tuku, fore (kuat rasanya). aku kurang suka after taste yang asem kaya janjiw jadi aku lebih prefer kopken atau yg lain. kalau sachet paling nescafe aja sih nder",0
"Kenangan coffee ada susu pekat manis tak? Kalau ada memang i takleh go. Kopi + susu pekat manis rasa dia kureng,kalau minum kopi kampung rela kopi o/+ gula sikit",0
"@convomfs menurutku kalo kopi sachet paling enak top coffee aren sama good day freeze hazelnut, kopi kalengan nescafe mocha, botolan tuu apa ya... ichitan cold brew aja, kalo coffee shop gt aku palinggg suka bgt cappucino kopi kenangan yang less sugar",0
"@convomfs aku suka kopi kenangan, kenangan mantannya enak kl americano suka kl pake beansnya juwara.",0
Kopi kenangan emang manis tapi kenangan sama kamu jauh lebih romantis.,0
"Melihat trend comment dari instagramnya Kopi Kenangan, kayaknya salesnya berkurang deh selain naikin harga dan juga menggunakan kenangan blend yang ga tahu campurannya apa plus beberapa menu di cut seperti light dan terakhir kopi kelapa",0
"kopi kenangan
~ syarat dan ketentuan berlaku https://t.co/Ru20oSfaoq",0
Kopi kenangan seturan enak buat nugas ternyata karena sepi dan tenang banget😭 di jogja susah nyari tempat yang sepi sama tenang tapi tempatnya enak,0
"@virtuaIbase Halo, sweetheart! Saya suka banget ngopi, kalau sehari belum 2 kali minum kopi berasa belum hidup, saya suka kopi kenangan atau kopinya family mart nih, terus wh saya juga start jam 8 pagi dan bisa flex wh, kita bisa sambil ngobrol nantinya,

__",0
Kopi kenangan kagak ngaruh buat lawan kantuk.,0
Promo Kopi Kenangan https://t.co/c2l7D6vm8H,0
gue mau kopi kenangan tapi gue udh kenyang bgt mau meledak,0
"Hai guyzzz ada yg tau ngga, sekitaran GBK ada stand kopi kenangan ngga yaa? #BETHESUNinJKT #BETHESUNinJKT",0
ok sekarang gua menemukan menu favorit gua di kopi kenangan,0
"Kaliaan musti nyobain semuaa roti rotinya my roti by yamazaki fess enaaak bangwtttt kesukaanku after sari roti harganya juga gk mahal, btw kopi kenangan yang botolan manis banget yak :') wkwkw https://t.co/zzsxY1hr3E",0
@UrBaeNih kopi kenangan :(,0
Kopi kenangan everyday👍,0
@oonoviaa Gak mbok beliin kopi kenangan kan ? :))),1
Kopi kenangan di deket rumah sekarang tinggal kenangan 😢,0
Toko kopi dengan skala yg mirip dengan Kopi Kenangan. Ada sebelum kopken buka di KL. Harga mirip. Kopken menurut gw akan struggling di sini. https://t.co/HOCRr6UQrD,0
"Aku mau bawa Kopi Kenangan Mantan buat di Venue BeTS Jakarta Additional Concert GBK Stadion Madya. Ngopi buat doping loncat loncat aju nice, Tersedia Large and Regular ya.. Krna aku anak nya ngopi banget, sekalian beli, so please dm, if you interest..",1
@trial_imbalance Ini kasus nya sama kayak kopi kenangan. Tajem bgt si ampe ga bisa tidur 😭 ga lgi2 minum kopi dicafe jam2 malam wkwkkw,0
"@zawarud0s Kopi kenangan but make it kenangan ngetik sampe rematik 💀💀💀

Semangat anw 😭",0
"kenangan saat itu membuatku mengingat kembali dengan tajam.
dimana kamu memegang tanganku dan menggenggamnya dengan erat.
namun apakah melupakanmu itu sangat berat?

#quotesdaily #quotesoftheday  #foryou #kode #katakata #viral #fypシviral #Senja #sunrise #kopi #quotesandsayings",0
"Tumbler Stainless Steel Kopi Kenangan Love Language

Link Shopee: https://t.co/EiSpRkvXmy https://t.co/7iiUN6lS9E",0
@risolmayonnaise kali dijogja banyakan kopi kenangan dari pada mixue https://t.co/05bftyyYDy,0
"Gw lupa tadi siang minum kopi kenangan 😭😭😭😭 

Gak ngantuk2 gimana dong ampe skrg 😭😭😭😭😭",0
"Couvee x Kalis donat
Dingo x Dopio donuts
Kopi Kenangan x Cerita Roti
Model tempat begitu sangat membantu pilihan ngemil yang sangat mengganjal weteng :)",0
@anadhewie_ kopi kenangan mantan enak kaa,0
LOH LOH jangan jangan kopi kenangan terinspirasi dari mbaknya HAHAHAHAH,0
@nctgalan KOREAN CAKE dan kopi kenangan. 😆💖,0
"Oland Benz Sitorus berhasil mencapai Level Kenalan di Kopi Kenangan. Download aplikasi Kopi Kenangan, tingkatkan Level, nikmati promo dan bonus cashback setiap hari 
https://t.co/BehyZGsc2N 
#AplikasiKopiKenangan",0
hari ini kopi kenangan. but a non-coffee one. diabetes join the chat.,0
"@FOODFESS2 Dulu hamil pernah ngidam ini. Untung kesampaian, sekarang toko Dunkin Donutnya udah berubah jadi Kopi Kenangan 😭😭😭",0
kopi kenangan date with yang mulia ratu ku 🧟‍♂️ https://t.co/bXSjiUbqhv,0
"@RitaHanZa Gpp klo msh sering keinget
Mengikhlaskan seseorang yg telah pergi memang sulit dan butuh proses
Lambat laun seiring waktu kenangan itu akan kita rayakan dg secangkir kopi atau teh di sela waktu",0
@careseith ketia dahulu nukar kopi kenangan wkk,0
"Wonwoo, indomie , cheese burger dan Kopi kenangan adalah selera ku

Eak",0
@yasdikarengga @Askrlfess Order kopi kenangan duls baru tak ceritani,0
"@leesa_subak @convomfs dirumah gue juga cuma 1 sih. tapi haus, mixue sebrang2an, chatime cuma beda brp belas meter, sama kopi kenangan juga. hahaha kalo ga kuat iman mah jajan troosss di rumah w mah",0
ak mw beli kopi kenangan,0
dibeliin kopi kenangan sm nyonya rumah... Wow,1
"@YusuwaW mixue gada kopi bang
aku order grab food kopi kenangan 🤩🤘🏿",0
"ga lagi lagi beli kopi kenangan. dah aku bilangin ""NO SUGAR"", panggah tetep dikasih gula sama dia hahahahaah di dasarnya ada butiran gula. matane dikiro picek paling :(

gabisa komplen sama dia gak dikasi struck, ditanyain knp ga dikasi, dia mbulet ae jare wes laporan ke atasane",0
Kalau beli mixue pakai tumblr mixue tuh apa bakal dapet potongan kayak kopi kenangan sama starbucks?,0
"Karena sudah lama kosong, untung dihatiku sudah ada gerai kopi kenangan, iya kenangan bersamanya",0
Ini kek kopi kenangan ya di setiap SPBU ada,1
Anjir gw ngantri kopi kenangan ada 2 cowok dibelakang gw ngomongin svt 😭👍🏻,0
Tf kopi kenangan yg ini enak bgt??!!,0
"kopi kenangan 
zach
cala
dion 
hokben
dea
aksara 
kopiko
baby breath 
daisy
kebab
dyon 
elmar
carls jr
sedap malam",1
"Semoga Mixue ngga cuma trend sekilas kaya minuman lain. Soalnya dari semua minuman kekinian yang bertahan itu keknya cuma Haus, Kopi Kenangan aja yang gue demen. Sisa kureng gmn gitu 😭",0
"@Makethmean OH WKWKW kirain tipe yang nyobain banyak menu gitu, tapi kopi kenangan mantan juga kata gue enak sih. Gue biasanya yang caramel latte atau yang dual iced shaken sih. Itu itu mulu menunya.",0
@pipigwetembem @soniaratri hah? seriusan? ga ada yang beli ya? kalah laku ama kopi kenangan?,0
@fitrielll 200 K buat jajan kopi kenangan kali,0
"astaghfirullah ditawarin kopi kenangan, gak sesuai kantongku 😭🙏",0
"Gimana nihh carat yg lagi pada nuker tiket, ada cabang mixue sama kopi kenangan ga di depan venue? Wkwk",0
"@kimsvunwoo Boleh, tapi bawa martabaknya 5 kotak, bonus minuman sbux sama kopi kenangan juga 👍",0
"@dwikimic @FOODFESS2 Ada kopi kenangan 3, jiwa toast ada",0
@berryberryyg kopi kenangan haram mode,0
@FFOODFESS Kopi kenangan hehehep,0
Kopi kenangan bikin gak bisa tidur ☹️,0
"Eneg liat dimana2 outlet mixue, isinya juga 90% customer khas ""kopi kenangan"".
Tapi jujur mixue enak 😄.",0
@sinagazaid cb suru sparing kasir janji jiwa sm kopi kenangan,0
"Hari kerja jam segini blm ngantuk

Tadi sore jam 4 an dapat kopi kenangan tapi tumben ngefek gini",0
"kopi kenangan mantan, large, less ice = 😗👌🏻💯 https://t.co/NtRdlRNMrB",0
"Pengen oishi popcorn yg warna biru  sambung chips selingin makaroni pedes ganti ke popcorn caramel lanjut keripik pedes selingin lagi yg asin2 balik lagi ke oishi popcorn biru jgn lupa jilatin bumbu yg nempel di tangan, ditutup kopi kenangan avocado yg pink itu.

Dah gt aja.",0
"Kopi susu kenangan mant*n wajib nomer 1, air putih, susu",0
Masmas barista di kopi kenangan smb td bikin jantung w tydac aman😳,0
"ultramilk stroberi
coffee latte kopiko 78°
kopi kenangan mantancino",0
"@jek___ Temen lo tampan dan pemberani juga tat, manis lagi senyumnya kek kopi kenangan. Kenalin dong tat🥰",0
nah. no kopi kenangan for tonight,0
"mixue sudah mulai terpantau di denpasar, tinggal kopi kenangan yg masih blm terlihat",0
"Luv luv mba mba kopi kenangan 
Play 1 album keshi",0
@astrophile_and smbill menyeruput secangkir kopi n menikmati kenangan yg telah dilalui 😔😔😔😔😔,0
@arindraaa Dipopulerkan oleh kopi kenangan. 🤣,0
@hanyauntukmu_kk Waduh dinotice. Bismillah BA kopi kenangan 🤲,0
@yifeiraa kopi kenangan lumayan tuh kak,1
"Esok masih ada Kopi yang sama
Esok masih ada hujan yang sama
Tapi waktu tidak menyuguhkan kenangan yang sama https://t.co/7IyCh63izz",0
@risolmayonnaise Janji jiwa kopi kenangan indomaret alfamart,0
"-rek, saran kopi yg enak di kopi kenangan dong",0
"@banjarbase gatsu food square, citraland sebelah kopi kenangan, veteran",0
"@poskokkn Enak itu kak, atau ga klo vwrai yang instan nnti ada good day atau yang kopi kenangan pink itu juga enak",0
@kalafrau Semangat. *kirimin elu kopi kenangan 1000 liter*,0
"3 Kunci Sukses Mixue dan Kopi Kenangan, Ternyata Mirip! https://t.co/zxFBtQZpfs",0
@crypto_inez Enaknya kopi kenangan,0
"bingung mo pesen kopi apa di kopi kenangan, udah coba semua sih, tp saran dong ges 💭",1
"kopi kenangan
~ syarat dan ketentuan berlaku https://t.co/vFs6biKkdl",0
barusan beli kopi kenangan harga 5k anjrottt,0
Me time bersama kopi kenangan 🫶🏻 https://t.co/Tlg2cnIfRm,0
"Mengenang Revolusi Indonesia Merdeka.., + Kopi Kenangan 🇲🇨 🇳🇱 ❤️✊🏻

@rijksmuseum

#revolusi #bersiap #merdeka #dutch #Netherlands #indonesia #revolution #rijksmuseum #coffee #kopikenangan #kopi #koffie #coffee #holidays #HappyHolidays #MerryChristmas https://t.co/mgl6yCmelQ",0
"""Aku tidak akan pergi menemui paus di vatikan untuk sekedar minum kopi bersamanya lalu dia memberiku injil sebagai hadiah dan kenan-kenangan. 

Kemudian aku tampil di media dan orang-orang berkata: ""Alangkah hebatnya engkau wahai Deedat."" https://t.co/X7hiV9Lu6n",0
@prastianto__ kopi kenangan enak,0
"sedang gak sanggup minum kopi kenangan, jadi minum kopi saset aja y",0
"@FOODFESS2 Aku dulu minum sampe 8 pun ga pup nder, kek yaudah pasrah aja. Kalo skrg aku minum kopi kenangan bisa langsung pup",0
"@FOODFESS2 Minum kopi👍🏻, minimal kopi kenangan udh merangsang",0
im craving for kopi kenangan cookies they were so good omg,0
"""Aku tidak akan pergi menemui paus di vatikan untuk sekedar minum kopi bersamanya lalu dia memberiku injil sebagai hadiah dan kenang-kenangan. 

Kemudian aku tampil di media dan orang-orang berkata: ""Alangkah hebatnya engkau wahai Deedat."" https://t.co/Iumyu89XAZ",0
"dalam lamunan engkau ku kenang
pada secangkir kopi gelisah ku ceritakan
fikiran begitu sesak di penuhi bayang bayang
kian terasa pahit oleh rasa kehilangan

121022 celebes

kopi kenangan

lelaki bodoh

#US
@UsaiSenja 
~S.P~",0
"@tegalfess dontea, kanopoint, kopi kenangan citraland, kopi soe",0
Beberapa hari ini ketemu mba perawat di kopi kenangan sebelum brgkt kerja wkwk next time kita ngopi bareng ya mba 😂,0
"@FFOODFESS Janji jiwa, kopi kenangan, Starbucks",0
/tanya kemaren yg kopi kenangan jadi 9k itu masih promo ga ya guys?,0
kopi kenangan enak,0
"hidup siapapun tidak ada yg sempurna. ternyata, bangun lebih bagi adalah pembunuh gerutu. karna kita punya waktu untuk secangkir kopi,setumpuk lamunan,dan secarik rindu. nyatakan perasaan,hentikan penyesalan,maafkanlah kesalahan,tertawakan kenangan,kejar impian. https://t.co/Pryfw0HSlw",0
"@FOODFESS2 nder aku di kelurahan ada 
-kfc
-mixue
-kopi kenangan
-starbuck 
-roti o
-dunkin donuts
-richesse
-dominos
-xi boba
-mcd deket rumah",0
"@FOODFESS2 kdr bgt ini
ada mixue 2 ada hokben richeese dah ada, BK ada kopi kenangan ada yoshinoya ada",0
"kopi kenangan flop bgt , udah bt tambah bt masa ak pesen milo dikasih kopi🥲mana gaada confirm sama sekali zzzz",0
"@neocoffee_id sama ultah akuu, aku pgn bgt ultah aku jd kenangan manis karena i hope aku bs rayain bareng svt terutama brg s.coups sambil nyanyi lagu fav aku aka mansae:) Kalo rasa neo coffe kesukaan aku tuh tiramisuu, karena manisnya pas, hint kopi and perpaduan tiramisunya nyatu bgtt jadi-",0
"@FOODFESS2 Lupa nambahin solaria, gacoan, mixue, janji jiwa, kopi kenangan",0
janji jiwa kopi milo macchiato !! kopi kenangan mantan / milo dino !! boost all berry bang !! rejuve beat that / green almond milk !! mixueeee !!,0
"@FOODFESS2 Es teh, holland bakery, mcd, richeese, domino's, mujigae, phd, janji jiwa, kopi kenangan, hokben, gacoan, kfc, bakso boedjangan, mixue, street boba, chat time",0
love is fek men fakyu bic kaos deus vespa metik kopi kenangan,0
"@FOODFESS2 Udah lengkap semua, burger king, carls jr, texas, klo di mall malah banyak yg lokal dan yg paling gw seneng banyak kedai kopi lokal janji jiwa, kopi kenangan, kopi padma dll. Hidup tanpa kopi seperti hidup tanpa jiwa",0
@yfdctr Tp pantainya kopi kenangan,0
"ke kopi kenangan yuk 
https://t.co/VEasZCqs2T https://t.co/zrvb8XG64b",0
kopi kenangan avocado salted caramel tu nda ada lagi ta?? 🥺,0
"@FOODFESS2 kota ku dgn Umk yang sama, 2jtan udah ada KFC, Mixue, Hokben, Pizza Hut, Panties Pizza, Superindo 🙈 cukup untuk menguras dompet kalau lagi kilap 😂 tapiii yg di tunggu2 kaya kopi kenangan, ayam geprek keprabon belum ada huhu",0
"@FOODFESS2 umr 1.9 ada mixue gacoan kfc mcd bk cfc dominos pizzahut ichiban starbucks bread talk jco solaria gokana ramen1 kopi kenangan chattime, dulu ada br deh kalo gasalah trs sama calais tp udah gada skrg",0
"Jujur kalo boleh di adu, soft cream Kenangan Heritage lebih mantap paduan kopi nya dibandingkan % Arabica https://t.co/pARTBhwQ8I",0
"@FFOODFESS Kopi Soe, point, kopi kenangan wkwkwk",0
"@FOODFESS2 UMK 4,5 ada

- PH
- Kopi kenangan
- Domino’s Pizza
- MIXUE
- H&amp;M 
- Uniqlo
- ada Singapore
- ada Malaysia",0
"🥤 Kopi Kenangan Latte
⭐ 7/10
💸 21k (R)
Biasa aja rasanya, enak lattenya point coffee. Padahal minta normal sugar tp rasanya spt less sugar 😔 https://t.co/CSroBvtmrm",0
Saya anaknya kopi kenangan-able banget.,1
"@BaristaAnin Anin aninnn, kamu suka kopi apa?! Kenangan mantan suka?",0
"kayaknya hari ini ngga diberkahi buat ngopi bgt deh. ke famima mau beli es ksk ga ada esnya. ke kopi kenangan, ga jd krn susah parkirnya. akhirnya ttp kopken tp gofood, ehh racikannya failed serasa minum susu doang kagak ada kopi2nya 🥲",0
Aku syak cirit sebab minum kopi avocado Kenangan petang tadi lepas makan nasi kandaq.,0
"@FOODFESS2 Kediri : 
1. McD
2. KFC
3. BK
4. Sbux 
5. Excelso
6. Yoshinoya 
7. Richeese 
8. Superindo
9. Hokben
10. Ichiban
11. JCO
12. Peco-peco
13. Moko-Moko
14. Janji Jiwa 
15. Kopi Kenangan 
16. Burger Bangor 
17. Chatime 
18. CFC 
19. Gacoan
20. Pizza HUT
21. Dominos
22. Mixue",0
@witchriders kopi nya apa kenangan nya yg ga enak?,0
"fore, arah kopi, sm kenangan",0
Hari ini cuman di kamar tok sambil nonton drakor diselingin nonton smtm11 sambil makan coklat dan makanan manis lainnya terus minumnya kopi kenangan kemasan botol rasa gula aren ditambah es batu yang banyak dari kulkas.,0
"Kopi janjiw, kenangan, kopi soe, mixue",0
@discountfess Pakai app kopi kenangan ada discount 50% + bayar pake spay aku pake coin -s,0
"KFC, MCD, PHD, Dominos, Hokben Kitchen, Waroeng Steak, Super Penyet, SS, OTI, Olive, Rocket Chicken, Janji Jiwa, Kopi Kenangan, Mixue, trs apa lagi ya?",0
"soto bening malioboro, aku lupa di sebelah mana, tapi seingetku di deretan kopi kenangan https://t.co/NAsyZbpqpL",0
"Tuku, Kopi Kenangan (udh better banget sekarang, dari pada Janji Jawa 🤣), Djournal, Fore",0
"KFC, MCD, Pizza hut, Dominos, Starbucks,Hokben,Richeese,Gacoan,Solaria,CFC,JCO,Breadtalk,Roti O,Ichiban sushi,Kopi Kenangan,Kopi Janji Jiwa,Chatime,Gokana Ramen Teppan,Martabak Pacenongan,Mixue,Padang Sederhana,Padang Java Minang,Burger Bangor,Imperial Kitchen,Geprek Bensu,DLL 😀",1
"@FOODFESS2 KFC, MCD, Pizza hut, Dominos, Starbucks, Hokben,Richeese,Gacoan,Solaria,CFC,JCO,Breadtalk,Roti O,Ichiban sushi,Kopi Kenangan,Kopi Janji Jiwa,Chatime,Gokana Ramen Teppan,Martabak Pacenongan,Mixue,Padang Sederhana,Padang Java Minang,Burger Bangor,Imperial Kitchen,Geprek Bensu,DLL",1
kopi kenangan gk enak,0
@FFOODFESS Kopi kenangan ndak ada...??,0
"Aku begitu keluar gang langsung ada kopi kenangan, haus, ricis, kfc, hokben, janjiw, xiboba agak sananya lagi phd. Yg ga ada cuma duitnya 😅 mana katanya sebelum kfc bakal ada mcd lagi. Hadeuhh",0
"@bellezzacalls iya, kopi kenangan",0
"Ga usah kota deh, daerah perumahan gw ada mixue 3, kober, gacoan, burger bangor, es teh, menantea, PHD, kopi kenangan, donuthing, janji jiwa, kopi dari hati, ngocok, martabak pecenongan, holland bakery, starbuck, point coffee, KFC, MCD, Richeese, Burger King, Chatime.",0
"""Kopi pahit dengan kenangan termanis larut dalam kepahitan yang diseduh dengan air mata"" https://t.co/Duxh2ECtVl",0
"@FFOODFESS Kopi Kenangan kopi nya lbh enak drpd Starbucks. Smoky, less acid..",1
"4 hari di jkt kopi kenangan mulu,.sampe eneg sumpah wkwk",0
@FOODFESS2 kopi kenangan mantan https://t.co/m2QhqwcxBX,0
"Pizza dari ex-ceo, pizza dari manajer, kopi kenangan dari supervisor warehouse, masi banyak lagi sih",0
"@FOODFESS2 uda ada semua sik, kfc, mcd, dominos, a&amp;w, hokben,breadtalk, jco, janji jiwa, es teh indonesia, kopi kenangan, yoshinoya, richeese, burger king, phd, mixue apalagi, cgv, xxi
yg ga ada duit w doank sik yg ga sanggup buat semua muanya😅",0
"Biar kopi aja yg kenangan.
Kita jangan. https://t.co/x9HzpkvWjd",0
@FFOODFESS Tentu saja kopi kenangan hehee,0
"Kota siantar uda ada apa aja ya?
Yuk kita list..
1. Kfc
2. Pizza hut
3. Domino
4. janji jiwa
5. kopi kenangan
6. hokben
7. Burger bangorrr

Apa lagi ya??",0
"@FFOODFESS Kopi kenangan, kopi Soe, point coffee, fore!",0
"@undipmenfess cfc, nasi ayam, kopi kenangan, pop mie, stand2 es, toko oleh2, alfamart",0
"butuh banget kopi kelapa dari kopi kenangan :( kalo lagi ga mau americano, pasti gue beli kopi kelapa.

whyyyyyy discontinueeeeeeeeee",0
Tanyarl rekomendasi non kopi di kopi kenangan apa ya guys?,0
"1.fore dong soalnya gw kerja di fore wkwk all menu indonesian flavor enak semua
2.kopi kenangan milo dino nya enak sama kopi gula aren nya juga
3.tuku kopi susu tentangga juga enak sii",0
@kawan_senja @tanyarlfes Kopi kenangan kak https://t.co/htPK8rkNCC,0
"Untung lain 'kopi kenangan' ge 😆

Taeyong insta story update
🔗https://t.co/IV3ARXyPWS

#TAEYONG #태용 
#NCT태용  #テヨン https://t.co/pSfv6YkhAd",0
"@FFOODFESS starbucks, kopi kenangan, fore, point",0
"@FFOODFESS Kopi kenangan Large, extra shot + extra gula aren 😭🫶🏼",0
"Starbucks, hokben (2 lokasi), fore, solaria, kfc, mcd (2 lokasi), ace, informa, chatime (2 lokasi), aw, janji jiwa (3 lokasi), kopi kenangan (2 lokasi), menantea, watsons, body shop, burger bangor, richeese, haus (2 lokasi), dominos, martabak pacenongan, BLTS, es teh (2 lokasi)",0
"Today's mood board
1. Cramps
2. Coca cola light (ini apa sih, beda lagi sama zero?)
3. Laptop - cloud - phone - drive
4. Kopi kenangan mantan
5. Dreaming of spheres
6. More cramps
7. Sleepy
8. Soy candle
9. Cloudy with a chance of inconsistent rain https://t.co/LP9vpClsTO",0
kopi kenangan kalo ada cashback ntar larinya kemana ya cashbacknya?,0
@undipmenfess Kopi kenangan nderr,0
